Gene,Accession,Chromosome,End,Start,Strand,gene_count_corr,means,dispersions,dispersions_norm,highly_variable
ORAI1,ENSG00000276045,12,121642677,121626550,+,-0.0589,3.6178179,7.133768,1.0335990868999179,True
MLXIP,ENSG00000175727,12,122147344,122078756,+,-0.1253,4.5507393,7.533661,1.3916658058530744,True
CCDC62,ENSG00000130783,12,122827528,122774526,+,0.0259,0.23549747,4.935495,1.285760467106456,True
HIP1R,ENSG00000130787,12,122862961,122834453,+,-0.193,5.285031,7.876037,1.448229549230512,True
DNAH10,ENSG00000197653,12,123936206,123762188,+,-0.0287,0.3169778,4.7116942,1.1049663633913684,True
ADGRD1,ENSG00000111452,12,131141469,130953907,+,0.0291,0.32057357,5.2884135,1.57086063930004,True
EP400P1,ENSG00000185684,12,132131639,132084283,+,-0.0459,2.8612804,7.154816,1.3757715086874134,True
NOC4L,ENSG00000184967,12,132152473,132144457,+,-0.0181,4.3950863,7.1938257,0.9446030761634181,True
CRYL1,ENSG00000165475,13,20525873,20403666,-,-0.0566,3.1760252,7.37411,1.4439298873486455,True
LINC00621,ENSG00000262619,13,22916369,22859050,-,-0.0273,0.41804433,4.9611697,1.3065014965442143,True
FLT1,ENSG00000102755,13,28495145,28300346,-,0.01,0.18936917,4.693613,1.0903597387860207,True
SLC46A3,ENSG00000139508,13,28718970,28700064,-,-0.0658,2.269797,6.7767925,0.9509968618223703,True
LINC00426,ENSG00000238121,13,30377145,30340267,-,-0.1498,4.407407,7.306619,1.0929860293776523,True
STARD13,ENSG00000133121,13,33350630,33103137,-,0.0241,0.6149296,5.897526,1.1512511139899866,True
SPART,ENSG00000133104,13,36370180,36301638,-,-0.1513,3.5869951,7.347118,1.320475952864065,True
RCBTB1,ENSG00000136144,13,49585558,49531946,-,-0.0152,2.901706,7.2692995,1.5135517526939242,True
DLEU2,ENSG00000231607,13,50125720,49956670,-,-0.0484,1.2884396,6.6057243,1.3718863345850267,True
NEK5,ENSG00000197168,13,52129092,52033611,-,-0.0409,1.0949932,6.4546757,1.2075878121542496,True
PCDH9,ENSG00000184226,13,67230445,66302834,-,-0.1372,4.099877,8.009563,2.0177290184592778,True
TBC1D4,ENSG00000136111,13,75482169,75283503,-,-0.0556,1.7244325,6.7183948,1.152052386865039,True
DOCK9,ENSG00000088387,13,99086625,98793429,-,-0.0514,2.2124517,7.6505404,1.903328893379583,True
UBAC2-AS1,ENSG00000228889,13,99200757,99181223,-,-0.0431,0.5097979,5.724099,0.9562188940230455,True
RASA3,ENSG00000185989,13,114132623,113977783,-,-0.0898,4.4947996,7.4918566,1.3366710542908267,True
FGF9,ENSG00000102678,13,21704498,21671073,+,-0.0678,2.2160015,7.113958,1.3184866097011942,True
AL136962.1,ENSG00000276476,13,22276526,22040972,+,-0.0063,0.4338284,5.6511292,1.8638752530438094,True
RASL11A,ENSG00000122035,13,27273690,27270327,+,-0.0148,1.1319463,6.444007,1.1959832033477067,True
FRY,ENSG00000073910,13,32299125,31846713,+,-0.0192,0.471335,4.6128664,1.025129732788489,True
LRRC63,ENSG00000173988,13,46277366,46211943,+,-0.0562,0.87722766,5.9836807,1.2481392848101274,True
WDFY2,ENSG00000139668,13,51767709,51584455,+,-0.1301,3.7268543,7.2720904,1.2195916664927402,True
LMO7,ENSG00000136153,13,75859870,75620434,+,-0.0523,1.769701,6.8190904,1.2595967914998132,True
UBAC2,ENSG00000134882,13,99386504,99200774,+,-0.1696,4.1974626,7.2868257,1.0669471091387006,True
LINC00551,ENSG00000272274,13,106716679,106568261,+,-0.0244,0.18732707,4.5473084,0.9721696920736427,True
MYO16,ENSG00000041515,13,109208005,108596152,+,0.0331,0.25902948,4.6275134,1.036962104106363,True
ATP11A,ENSG00000068650,13,112887168,112690329,+,-0.0189,3.2782028,7.552482,1.6676870244505846,True
MCF2L,ENSG00000126217,13,113099742,112894378,+,-0.017,0.25808042,4.8952403,1.25324138039047,True
TTC5,ENSG00000136319,14,20305960,20256558,-,-0.0981,4.6488333,7.851115,1.6343826111339221,True
TEP1,ENSG00000129566,14,20413501,20365667,-,-0.057,3.018932,7.286555,1.5343184420877056,True
OSGEP,ENSG00000092094,14,20455089,20446401,-,-0.0882,5.1503997,7.554524,1.0649802902981997,True
RAB2B,ENSG00000129472,14,21476960,21459020,-,-0.0723,2.9190614,6.8673,1.0297470559745208,True
RBM23,ENSG00000100461,14,22919182,22893204,-,-0.0766,5.4445863,7.5805206,1.0959687878669946,True
SLC7A8,ENSG00000092068,14,23183674,23125295,-,-0.0545,1.7399606,7.4405193,1.9232921422370315,True
TGM1,ENSG00000092295,14,24264432,24249114,-,-0.0493,0.33609402,5.3438764,1.6156654847428638,True
RABGGTA,ENSG00000100949,14,24271739,24265538,-,-0.0391,4.569344,7.249926,1.0184046903535633,True
RIPK3,ENSG00000129465,14,24340022,24336025,-,-0.0723,3.2542274,7.114874,1.1187330470459074,True
LINC01588,ENSG00000214900,14,50105043,49927571,-,-0.1095,2.492536,6.807612,0.9845881523914969,True
GCH1,ENSG00000131979,14,54902826,54842008,-,-0.0374,1.4822634,6.207196,0.9383996839780908,True
SGPP1,ENSG00000126821,14,63728065,63684216,-,-0.1291,2.8579824,6.822248,0.9755270990669608,True
LINC02324,ENSG00000255002,14,65222443,65197254,-,-0.0515,1.1165528,6.273154,1.0101429710053293,True
DCAF5,ENSG00000139990,14,69153150,69050881,-,-0.1491,4.9666505,7.7085667,1.4502555033258646,True
SLC10A1,ENSG00000100652,14,69797241,69775416,-,-0.0085,0.43854216,4.6692934,1.0707134646722003,True
MAP3K9,ENSG00000006432,14,70809534,70722526,-,-0.0556,2.5380952,7.431573,1.6646676930690996,True
AC005476.2,ENSG00000259146,14,71321882,71292729,-,-0.0528,0.6226932,5.900732,1.1548568039423588,True
ZFYVE1,ENSG00000165861,14,73027131,72969451,-,-0.0141,2.789533,7.2788177,1.5250068024905161,True
PGF,ENSG00000119630,14,74955626,74941834,-,-0.0055,0.3274114,5.1956563,1.4959280657094942,True
NEK9,ENSG00000119638,14,75127344,75079353,-,-0.1259,4.634664,7.4843454,1.1606334532025926,True
ANGEL1,ENSG00000013523,14,76826246,76786168,-,-0.1037,4.2811465,7.7004642,1.6111003220329883,True
TMED8,ENSG00000100580,14,77377094,77335029,-,-0.0691,3.5210588,7.4153166,1.495620858789517,True
VIPAS39,ENSG00000151445,14,77457952,77426675,-,-0.0237,3.3661022,7.208782,1.2365355363484123,True
GTF2A1,ENSG00000165417,14,81221377,81175452,-,-0.0323,3.399086,7.0564055,1.045387927563805,True
MOAP1,ENSG00000165943,14,93184923,93182199,-,-0.1006,4.3458557,7.3498163,1.1498131029350334,True
BTBD7,ENSG00000011114,14,93333092,93237550,-,-0.076,3.4007702,6.9727907,0.940498012327377,True
CLMN,ENSG00000165959,14,95319908,95181940,-,-0.0854,3.088684,7.537048,1.648325640405985,True
SYNE3,ENSG00000176438,14,95475836,95407266,-,-0.0645,4.4121633,7.5350733,1.3935238468491664,True
TCL1A,ENSG00000100721,14,95714196,95709947,-,-0.1534,4.8524575,8.637791,2.6505154634395613,True
GPR132,ENSG00000183484,14,105065445,105049395,-,-0.1282,4.444925,8.030918,2.0458216950186907,True
IGHA2,ENSG00000211890,14,105588395,105583731,-,-0.0348,5.257535,9.668002,3.5842827893665197,True
IGHG1,ENSG00000211896,14,105743071,105736343,-,0.1297,8.704016,10.3576145,1.058602695105317,True
IGHD,ENSG00000211898,14,105845678,105836765,-,-0.2511,5.8483768,8.522617,1.84063151553616,True
IGHV6-1,ENSG00000211933,14,105940253,105939756,-,0.0617,6.1513844,10.503622,2.9580845516495264,True
IGHV1-2,ENSG00000211934,14,105987083,105986582,-,0.0513,6.434576,10.516214,2.968853610827232,True
IGHV1-3,ENSG00000211935,14,106005574,106005095,-,0.0342,6.513693,10.448327,2.9107957891394896,True
IGHV4-4,ENSG00000276775,14,106012420,106011922,-,0.0959,4.6223664,9.167421,3.334628730304261,True
IGHV2-5,ENSG00000211937,14,106038365,106037902,-,0.1452,7.3001122,11.025857,1.808770570475085,True
IGHV3-7,ENSG00000211938,14,106062683,106062151,-,0.0914,6.928006,10.304803,1.8348102085679643,True
IGHV3-64D,ENSG00000282639,14,106088573,106088122,-,-0.0041,5.48069,10.849712,4.992901809816714,True
IGHV3-11,ENSG00000211941,14,106117204,106116635,-,0.1281,7.822447,11.161342,2.243930437649303,True
IGHV3-13,ENSG00000211942,14,106130072,106129540,-,-0.0319,3.794631,8.317173,2.6248425040662964,True
IGHV3-15,ENSG00000211943,14,106154163,106153624,-,-0.0838,3.807998,7.8047905,1.93587689613343,True
IGHV1-17,ENSG00000254046,14,106174760,106174342,-,-0.023,2.3927307,7.450398,1.6851858580990153,True
IGHV1-18,ENSG00000211945,14,106185394,106184901,-,0.1412,7.230901,10.827074,1.688307885591664,True
IGHV3-20,ENSG00000211946,14,106211453,106210936,-,0.0889,6.604343,10.3398075,2.8179889114592216,True
IGHV3-21,ENSG00000211947,14,106235594,106235064,-,0.1036,6.8178706,10.747322,2.126588156877628,True
IGHV3-23,ENSG00000211949,14,106269140,106268606,-,0.0925,7.2168307,10.623034,1.5646590849536948,True
IGHV1-24,ENSG00000211950,14,106277043,106276548,-,-0.013,7.002036,11.322141,2.5055986033979236,True
IGHV2-26,ENSG00000211951,14,106301862,106301396,-,0.0876,4.359481,9.396237,3.841937609729038,True
IGHV4-28,ENSG00000211952,14,106324760,106324254,-,0.0665,5.5404935,9.861816,3.8153127558885984,True
IGHV3-30,ENSG00000270550,14,106335613,106335082,-,0.1266,6.822735,10.496201,1.9610095239694232,True
IGHV4-31,ENSG00000231475,14,106349792,106349283,-,0.0447,5.6920843,9.57742,2.9427690631128893,True
IGHV3-33,ENSG00000211955,14,106360324,106359793,-,0.0872,6.817792,10.682562,2.083888086065443,True
IGHV4-34,ENSG00000211956,14,106374145,106373663,-,-0.0156,6.0255494,10.630315,4.042912672641481,True
IGHV7-34-1,ENSG00000253325,14,106377733,106377300,-,-0.0408,1.2456286,6.9829617,1.7822145967405396,True
IGHV3-35,ENSG00000211957,14,106389858,106389392,-,0.0365,2.989886,8.371173,2.8396518102945176,True
IGHV4-39,ENSG00000211959,14,106422218,106421711,-,0.012,7.299928,10.894916,1.7294199328311533,True
IGHV3-43,ENSG00000232216,14,106470800,106470264,-,0.0475,6.2964215,10.2211685,2.7165278012028677,True
IGHV3-48,ENSG00000211964,14,106538344,106537810,-,0.0672,7.0236073,10.228403,1.784435493920732,True
IGHV3-49,ENSG00000211965,14,106557477,106556936,-,0.0324,5.557377,10.766773,4.894036912934418,True
IGHV5-51,ENSG00000211966,14,106579236,106578744,-,0.1216,5.3366747,9.765079,3.699999553963184,True
IGHV3-53,ENSG00000211967,14,106593347,106592676,-,0.0413,5.603707,10.190152,3.5829975589533314,True
IGHV4-55,ENSG00000254395,14,106606551,106606101,-,-0.0047,4.8538303,9.66458,3.976799011521007,True
IGHV4-59,ENSG00000224373,14,106627825,106627249,-,0.0611,6.073338,10.447198,3.8515783235664434,True
IGHV4-61,ENSG00000211970,14,106639657,106639119,-,0.0098,4.056375,8.3234005,2.633216187079373,True
IGHV3-64,ENSG00000223648,14,106658258,106657725,-,0.093,5.749125,10.526177,3.9341020484013405,True
IGHV3-66,ENSG00000211972,14,106675544,106675017,-,0.0685,4.9091444,9.377646,3.6061722683605306,True
IGHV1-67,ENSG00000253274,14,106681042,106680603,-,0.082,3.3073444,7.4644403,1.5572437512844093,True
IGHV1-69,ENSG00000211973,14,106715181,106714684,-,0.0119,7.0091004,10.979679,2.2797942955540926,True
IGHV2-70D,ENSG00000211974,14,106724093,106723574,-,0.097,3.6181598,8.640862,3.060085516702946,True
IGHV1-69-2,ENSG00000281990,14,106737547,106737110,-,0.0511,5.422248,10.534125,4.616716602825651,True
IGHV1-69D,ENSG00000280411,14,106762588,106762092,-,0.0802,7.1290503,10.740811,1.6360325856921247,True
IGHV2-70,ENSG00000274576,14,106771020,106770577,-,0.1232,6.1184006,10.298989,2.7830808152864734,True
IGHV3-72,ENSG00000225698,14,106791233,106790691,-,0.092,4.624339,9.116661,3.269062712092332,True
IGHV3-74,ENSG00000224650,14,106811131,106810442,-,0.0644,5.317254,10.763611,4.890267296546071,True
TRAV24,ENSG00000211805,14,22105846,22105343,+,0.0017,0.4087713,5.254761,1.5436751142361453,True
TRAC,ENSG00000277734,14,22552156,22547506,+,-0.1203,4.464243,7.738041,1.6605334964610867,True
ABHD4,ENSG00000100439,14,22613215,22598237,+,-0.0785,4.2186875,7.6904902,1.59797924049509,True
AL132780.1,ENSG00000257285,14,22956374,22929607,+,-0.0366,0.27774554,4.575431,0.9948879836781048,True
LINC02327,ENSG00000258038,14,28968400,28829881,+,0.0223,0.23461635,4.9312887,1.2823625653779354,True
LINC02315,ENSG00000251363,14,41149309,40954693,+,-0.0452,0.4780124,5.771882,1.9614236534548035,True
AL365295.1,ENSG00000237356,14,53883740,53169010,+,-0.0192,0.36517605,5.195733,1.4959900838682394,True
SAMD4A,ENSG00000020577,14,54793315,54567097,+,-0.0357,1.2513599,7.009474,1.8110523660103968,True
PELI2,ENSG00000139946,14,56301524,56117814,+,-0.0196,0.64731395,5.938942,1.197826932922653,True
SLC38A6,ENSG00000139974,14,61083733,60981114,+,-0.0579,1.511613,6.290808,1.0293460208155305,True
GPHN,ENSG00000171723,14,67181803,66507407,+,-0.0594,2.4294834,6.8178277,0.9957227091837387,True
SUSD6,ENSG00000100647,14,69715144,69611596,+,-0.1958,4.7995753,7.4779067,1.1523166724571328,True
TTC9,ENSG00000133985,14,70675366,70641916,+,-0.0595,2.410064,7.3711004,1.5987563556721562,True
SIPA1L1,ENSG00000197555,14,71741229,71320449,+,-0.1155,3.7626882,7.3597965,1.3375240277212388,True
AL442663.4,ENSG00000259015,14,72961993,72960595,+,-0.0256,0.48174563,4.5557914,0.9790225060120149,True
DLST,ENSG00000119689,14,74903743,74881891,+,-0.0267,2.088608,6.9396405,1.1284912807925003,True
FOS,ENSG00000170345,14,75282230,75278826,+,-0.0584,4.81701,8.496156,2.4675684601940677,True
TTLL5,ENSG00000119685,14,75955079,75633625,+,0.0198,3.0450845,7.0882945,1.2957129857214622,True
VASH1,ENSG00000071246,14,76783015,76761468,+,-0.0237,0.84768397,6.213534,1.506627679749403,True
ADCK1,ENSG00000063761,14,77935014,77800109,+,0.0203,2.7108176,6.8308487,0.9858780200218793,True
TTC8,ENSG00000165533,14,88881078,88824153,+,-0.0544,1.615243,6.8933063,1.3388604613936708,True
RIN3,ENSG00000100599,14,92688994,92513781,+,-0.1181,3.6623764,8.026576,2.234096704378154,True
UNC79,ENSG00000133958,14,93707876,93333219,+,0.0081,0.38618672,5.067981,1.3927872452446897,True
AL133467.3,ENSG00000259084,14,95692630,95663256,+,-0.0419,0.16127929,4.518597,0.9489756711148302,True
DYNC1H1,ENSG00000197102,14,102056443,101964573,+,-0.1114,5.042684,7.311385,0.9372241383010053,True
ZNF839,ENSG00000022976,14,102342702,102317377,+,0.0002,1.2449929,6.701474,1.4760352868318949,True
TRAF3,ENSG00000131323,14,102911500,102777476,+,-0.0389,4.423979,7.294223,1.0766783008916965,True
TRMT61A,ENSG00000166166,14,103537073,103529196,+,-0.027,3.7878082,7.8467855,1.9923447570033874,True
INF2,ENSG00000203485,14,104722535,104689606,+,-0.0908,3.500365,7.041047,1.0261216516526424,True
PLD4,ENSG00000166428,14,104937790,104924713,+,-0.2452,5.646442,8.016974,1.3122977210268063,True
PACS2,ENSG00000179364,14,105398147,105300563,+,-0.0484,2.0335927,7.9811625,2.500707112656486,True
CRIP2,ENSG00000182809,14,105480170,105472962,+,-0.114,3.275887,7.349039,1.4124796015633956,True
CYFIP1,ENSG00000273749,15,22981063,22867052,-,-0.0513,4.0876317,7.452706,1.2851671866391972,True
ZNF770,ENSG00000198146,15,34988287,34978341,-,-0.0206,2.834392,6.9750276,1.1593966880117856,True
MEIS2,ENSG00000134138,15,37101299,36889204,-,-0.0081,0.603084,5.8145123,1.0578957042356143,True
GPR176,ENSG00000166073,15,39920892,39799032,-,0.0554,0.3117258,4.575549,0.9949835147549299,True
PLCB2,ENSG00000137841,15,40307935,40278176,-,-0.094,2.8625965,7.1860614,1.4133750151736357,True
INO80,ENSG00000128908,15,41116280,40978880,-,-0.0767,3.1877007,7.4957423,1.5965102507779754,True
RPAP1,ENSG00000103932,15,41544269,41517176,-,-0.064,4.07425,7.4710646,1.3093185831248604,True
SPTBN5,ENSG00000137877,15,41894053,41848146,-,-0.0243,0.86882025,5.895871,1.149390354897968,True
ZSCAN29,ENSG00000140265,15,43371025,43358172,-,-0.064,2.0897403,7.0514274,1.2503321455718333,True
GATM,ENSG00000171766,15,45402327,45361124,-,-0.1084,3.4442136,7.4830594,1.5806002750977275,True
MYO1E,ENSG00000157483,15,59372871,59132434,-,-0.0921,2.5883012,7.164305,1.3871915523201062,True
HERC1,ENSG00000103657,15,63833948,63608618,-,-0.0879,4.129643,7.370017,1.1763877311451745,True
DAPK2,ENSG00000035664,15,64072033,63907036,-,-0.0532,1.8913432,7.027408,1.4820832445215502,True
IQCH-AS1,ENSG00000259673,15,67521844,67290636,-,-0.0578,0.6440349,5.9001927,1.1542503144515597,True
LINC02205,ENSG00000259473,15,70505928,70503907,-,0.0135,0.3787109,4.5962205,1.0116825781075087,True
MYO9A,ENSG00000066933,15,72118577,71822291,-,-0.094,3.2398357,7.313215,1.367540111267834,True
ULK3,ENSG00000140474,15,74843346,74836118,-,-0.0499,4.6640234,7.859499,1.6452117334820429,True
MAN2C1,ENSG00000140400,15,75368612,75355207,-,-0.032,3.8249946,7.063537,0.9391643317252648,True
PTPN9,ENSG00000169410,15,75579315,75463251,-,-0.0209,2.821655,6.898806,1.0676644701927571,True
PEAK1,ENSG00000173517,15,77420144,77100656,-,-0.0658,2.3080583,7.077706,1.2789741090156554,True
EFL1,ENSG00000140598,15,82262734,82130233,-,-0.0905,3.8164468,7.0863094,0.9697846977019489,True
PRKXP1,ENSG00000259205,15,100558954,100553529,-,-0.011,0.40587142,5.020259,1.3542358332743523,True
WHAMMP3,ENSG00000276141,15,22686213,22664359,+,-0.0625,1.5961301,6.8367167,1.2784219258313332,True
HERC2P10,ENSG00000259845,15,30844153,30815271,+,-0.0234,1.5204415,6.565859,1.3285238730375961,True
SPRED1,ENSG00000166068,15,38357249,38252836,+,-0.049,0.83761156,6.4166555,1.735054358637222,True
PAK6,ENSG00000137843,15,40277487,40217428,+,-0.0352,1.547164,7.368159,1.8460100386270624,True
RPUSD2,ENSG00000166133,15,40574949,40569299,+,-0.012,4.163569,7.60547,1.486132950959915,True
VPS18,ENSG00000104142,15,40903975,40894450,+,-0.0672,3.4095054,7.134191,1.1429652834840802,True
GANC,ENSG00000214013,15,42356935,42273233,+,-0.0885,3.6615388,7.1895847,1.108651907633354,True
STARD9,ENSG00000159433,15,42720998,42575606,+,-0.0503,2.1707604,7.306285,1.528111376412641,True
TUBGCP4,ENSG00000137822,15,43409771,43369221,+,-0.0487,3.8411555,7.107594,0.9984046126065962,True
TRIM69,ENSG00000185880,15,44767829,44728988,+,-0.0566,2.8769047,6.83149,0.9866498772422799,True
DUOX1,ENSG00000137857,15,45165576,45129933,+,-0.0307,0.25877216,4.7631025,1.1464958025993424,True
AC018904.1,ENSG00000259250,15,58591676,58587507,+,-0.0358,0.9830964,5.7297482,0.962571750784758,True
ZNF609,ENSG00000180357,15,64686068,64460742,+,-0.0703,2.8512125,7.7027082,2.03515736770908,True
SENP8,ENSG00000166192,15,72143692,72114258,+,0.0143,0.33290845,4.683307,1.082034282481915,True
BBS4,ENSG00000140463,15,72738475,72686179,+,-0.1017,3.7956214,7.207383,1.1325842270932387,True
NEO1,ENSG00000067141,15,73305205,73051710,+,-0.0414,1.7736785,7.4711537,1.9560101391294569,True
PML,ENSG00000140464,15,74047827,73994673,+,-0.1025,4.2948866,7.3331146,1.1278415486037994,True
CSK,ENSG00000103653,15,74803198,74782057,+,-0.1425,5.032459,7.78753,1.5522507827368575,True
PSTPIP1,ENSG00000140368,15,77037475,76993359,+,-0.0899,3.8472328,7.627706,1.6977635897310375,True
HYKK,ENSG00000188266,15,78537372,78507564,+,0.0365,0.39693117,5.4050226,1.6650615999626106,True
ABHD17C,ENSG00000136379,15,80755621,80679684,+,0.0164,0.3548319,4.927829,1.279567510968895,True
ZNF592,ENSG00000166716,15,84806445,84748592,+,-0.0708,3.809146,7.252451,1.1931837888312102,True
PDE8A,ENSG00000073417,15,85139145,84980440,+,-0.0396,1.515678,6.2597375,0.9955498149589858,True
SEMA4B,ENSG00000185033,15,90229679,90160604,+,-0.1181,4.210517,7.814717,1.761402790928533,True
FES,ENSG00000182511,15,90895776,90883695,+,-0.0107,3.8844013,7.224916,1.1561594147431473,True
MAN2A2,ENSG00000196547,15,90922584,90902218,+,-0.0495,2.518059,7.2684264,1.4868479271725346,True
UNC45A,ENSG00000140553,15,90954093,90930180,+,-0.0553,4.403196,7.2026715,0.9562399831581856,True
IGF1R,ENSG00000140443,15,98964530,98648539,+,-0.0593,1.245379,6.606126,1.372323050443394,True
AC090825.1,ENSG00000259363,15,99916818,99805793,+,-0.0157,1.0419466,6.438286,1.1897602616984306,True
AC023024.1,ENSG00000259172,15,101305737,101295419,+,-0.0398,0.36506528,5.1931667,1.4939169054187555,True
AXIN1,ENSG00000103126,16,352723,287440,-,-0.0282,2.510271,6.9215174,1.108738148790879,True
WDR24,ENSG00000127580,16,690444,684622,-,-0.0296,4.1464148,7.2773466,1.0544771574299527,True
CCDC78,ENSG00000162004,16,726954,722582,-,-0.0532,2.1310148,7.039942,1.237813565033431,True
CCDC154,ENSG00000197599,16,1444556,1434383,-,-0.0286,0.7021609,6.2794385,1.5807427332439419,True
CLCN7,ENSG00000103249,16,1475084,1444934,-,-0.0638,3.189023,7.3993244,1.4755596224422671,True
IFT140,ENSG00000187535,16,1612072,1510427,-,-0.0616,2.7341886,6.951491,1.131070388830393,True
NLRC3,ENSG00000167984,16,3577403,3539033,-,-0.0794,3.5268934,7.345215,1.4076823233862548,True
LINC01569,ENSG00000262468,16,4253817,4243943,-,-0.0425,1.8359495,6.740225,1.1753672380710805,True
ANKS3,ENSG00000168096,16,4734378,4696510,-,-0.0518,3.4724414,8.105824,2.3618226703004206,True
ZNF500,ENSG00000103199,16,4767624,4748239,-,-0.0485,2.5212846,7.0619726,1.2618258313196127,True
TEKT5,ENSG00000153060,16,10694930,10627501,-,-0.0456,1.2873136,7.1756454,1.9918003462180358,True
TVP23A,ENSG00000166676,16,10818794,10760919,-,0.0178,0.34246233,4.62196,1.0324759955551386,True
MYH11,ENSG00000133392,16,15857028,15703135,-,0.0137,0.5901318,5.7592134,0.995707741151644,True
XYLT1,ENSG00000103489,16,17470960,17101769,-,-0.006,2.5738707,7.0120273,1.203925676234658,True
DNAH3,ENSG00000158486,16,21159441,20933111,-,-0.0486,0.42652074,5.616264,1.8357097640305489,True
USP31,ENSG00000103404,16,23149270,23061406,-,0.0618,0.28996858,4.5922203,1.0084510853515218,True
XPO6,ENSG00000169180,16,28211920,28097979,-,-0.137,4.517978,7.471294,1.3096203109165958,True
SULT1A2,ENSG00000197165,16,28597050,28591943,-,0.058,0.26276103,4.8597417,1.22456433786905,True
SMG1P6,ENSG00000254634,16,29447026,29425800,-,-0.0449,0.48662734,4.8698764,1.2327515052353324,True
TBX6,ENSG00000149922,16,30091887,30085793,-,0.0376,0.2990998,4.8254094,1.1968295091134118,True
MAPK3,ENSG00000102882,16,30123506,30114105,-,-0.0772,2.854917,7.0558505,1.256666766185361,True
TBC1D10B,ENSG00000169221,16,30370494,30357102,-,-0.0004,2.484367,7.0171905,1.213015996501493,True
AC093249.6,ENSG00000261840,16,30699058,30697707,-,-0.0044,0.39202634,4.7174773,1.1096381412128737,True
AC136428.1,ENSG00000259680,16,33845229,33844784,-,0.0265,3.7970474,7.9232,2.0950942075313,True
MYLK3,ENSG00000140795,16,46790407,46702282,-,0.0234,0.35861525,4.686919,1.084952217590581,True
ZNF423,ENSG00000102935,16,49857919,49487524,-,0.0198,0.23661076,4.9407897,1.2900377940301033,True
AMFR,ENSG00000159461,16,56425545,56361452,-,-0.0858,3.7860649,7.3768125,1.360404186857658,True
BBS2,ENSG00000125124,16,56520087,56466836,-,-0.1335,3.4758663,7.1643376,1.1807824307303634,True
SLC38A7,ENSG00000103042,16,58684770,58665109,-,-0.1092,3.6221015,7.488858,1.5110644405608484,True
GFOD2,ENSG00000141098,16,67719339,67674531,-,-0.0673,3.7792542,7.943897,2.122923559560364,True
RANBP10,ENSG00000141084,16,67806652,67723070,-,-0.0867,3.68474,7.860523,2.0108168709089567,True
DPEP3,ENSG00000141096,16,67980549,67975663,-,-0.0361,1.9936119,7.423173,1.9047659488997655,True
PHLPP2,ENSG00000040199,16,71724701,71637835,-,-0.019,1.604827,6.56475,0.9879577166698521,True
FA2H,ENSG00000103089,16,74774831,74712955,-,0.0007,1.956067,6.6797223,1.110749639819051,True
WDR59,ENSG00000103091,16,75000173,74871362,-,-0.064,3.465778,7.3493295,1.4128438836593904,True
ADAT1,ENSG00000065457,16,75623300,75596981,-,-0.0254,3.1991472,7.0223866,1.0027130875398962,True
CDYL2,ENSG00000166446,16,80804598,80597907,-,-0.0087,0.22238848,4.842879,1.2109419144785722,True
MEAK7,ENSG00000140950,16,84554033,84476355,-,-0.0473,3.0395613,6.94978,1.1290113377472724,True
GALNS,ENSG00000141012,16,88856970,88813734,-,-0.0698,3.641462,7.901396,2.065775417091871,True
PABPN1L,ENSG00000205022,16,88866660,88863333,-,-0.0382,0.39037663,5.47137,1.7186595417388366,True
RAB11FIP3,ENSG00000090565,16,523011,425649,+,0.0418,0.40748498,5.014108,1.3492670616615887,True
RAB40C,ENSG00000197562,16,629272,589357,+,-0.0287,3.0241885,7.0289483,1.2242900816793683,True
WDR90,ENSG00000161996,16,667833,649311,+,-0.0272,2.3569448,8.00789,2.292818018333594,True
RHOT2,ENSG00000140983,16,674174,668105,+,-0.1206,5.49054,7.5175557,1.0209135201902828,True
BAIAP3,ENSG00000007516,16,1349441,1333601,+,-0.0498,2.8112726,8.073055,2.480868471647672,True
TELO2,ENSG00000100726,16,1510457,1493344,+,-0.0972,4.450972,7.363631,1.167986399929557,True
MAPK8IP3,ENSG00000138834,16,1770317,1706183,+,-0.0811,3.5985596,7.679826,1.767845417784506,True
PRSS21,ENSG00000007038,16,2826304,2817180,+,-0.0532,2.3574147,6.864605,1.0467070672290213,True
IL32,ENSG00000008517,16,3082192,3065297,+,-0.0543,1.6451993,6.7074475,1.1403605855940249,True
DNASE1,ENSG00000213918,16,3680143,3611728,+,-0.0591,2.3755794,6.9615602,1.152382451497437,True
MGRN1,ENSG00000102858,16,4690974,4616493,+,-0.0166,2.908131,6.8252068,0.9790879719685115,True
METTL22,ENSG00000067365,16,8649654,8621683,+,-0.0092,3.797123,7.557668,1.6035885084936201,True
SNN,ENSG00000184602,16,11679152,11668455,+,-0.2281,4.7811427,7.6383104,1.359506940675006,True
AC099518.1,ENSG00000260430,16,19098332,19086831,+,0.0247,0.35781416,4.7047815,1.0993820326626116,True
SYT17,ENSG00000103528,16,19268332,19167971,+,-0.053,0.5111981,5.8569574,1.1056287330012995,True
ACSM3,ENSG00000005187,16,20797581,20610243,+,-0.0259,1.7647645,6.682833,1.1140721117892618,True
PLK1,ENSG00000166851,16,23690367,23677656,+,0.3458,3.9952152,7.120087,1.0152032722499809,True
AC133552.2,ENSG00000262587,16,25058109,25031744,+,-0.0286,0.79100746,6.0659323,1.3406377801469074,True
KIAA0556,ENSG00000047578,16,27780369,27550133,+,-0.0532,2.056785,7.150407,1.358213756202416,True
