Gene,Accession,Chromosome,End,Start,Strand,gene_count_corr,means,dispersions,dispersions_norm,highly_variable,velocity_gamma,velocity_qreg_ratio,velocity_r2,velocity_genes
HRK,ENSG00000135116,12,116881441,116856144,-,-0.0748,2.3299417,7.173416,2.0036615180269672,True,0.02093128,0.02093128,0.18483054637908936,True
FBXO21,ENSG00000135108,12,117190531,117141988,-,-0.1148,4.3557844,6.76336,1.0831993197190113,True,0.11661275,0.11661275,-0.7480156421661377,False
PXN,ENSG00000089159,12,120265771,120210439,-,-0.0365,2.4940782,6.1696153,0.8959031470290484,True,0.03203393,0.03203393,-0.8104057312011719,False
SPPL3,ENSG00000157837,12,120904358,120762510,-,-0.0739,2.6691253,6.7897425,1.464035805151322,True,0.323134,0.323134,-4.77847957611084,False
C12orf43,ENSG00000157895,12,121016502,121000486,-,-0.0715,3.9240825,6.846219,1.2334339178120495,True,0.12260516,0.12260516,-6.832563877105713,False
OASL2P,ENSG00000283542,12,121059670,121053732,-,-0.0477,0.35311607,4.990114,1.6738103524676646,True,0.3332612,0.3332612,0.9999999999999495,True
RILPL2,ENSG00000150977,12,123436717,123410683,-,-0.1807,3.7486293,6.7913666,1.163410640042781,True,0.15410942,0.15410942,0.5726452171802521,True
SLC15A4,ENSG00000139370,12,128823958,128793194,-,-0.1348,3.0747035,6.917872,1.4502464354145106,True,0.53826547,0.53826547,0.25001031160354614,True
POLE,ENSG00000177084,12,132687376,132623753,-,0.0135,3.086036,6.5023437,0.9347713844893202,True,0.11512719,0.11512719,-0.7653546333312988,False
CHFR,ENSG00000072609,12,132956304,132822187,-,-0.0584,3.8291848,6.9403443,1.3535918269107923,True,0.067526124,0.067526124,-1.1741337776184082,False
LRRC23,ENSG00000010626,12,6914241,6873569,+,-0.0866,2.034889,6.6317644,1.6084083866160583,True,0.11928036,0.11928036,-1.142043113708496,False
ENO2,ENSG00000111674,12,6923698,6913745,+,-0.0554,3.5888445,6.787904,1.1589901292098062,True,0.031674035,0.031674035,-3.872528553009033,False
C1S,ENSG00000182326,12,7071032,6988259,+,0.0286,0.8588816,5.5718813,1.257283806090022,True,0.045283206,0.045283206,-0.3611719608306885,False
PEX5,ENSG00000139197,12,7218574,7188685,+,-0.0772,2.4379227,6.956049,1.7637829603673227,True,0.009787457,0.009787457,-0.18153786659240723,False
FOXJ2,ENSG00000065970,12,8055517,8032716,+,-0.0665,2.7095702,6.714563,1.3773649716827872,True,0.0042545516,0.0042545516,-0.17419278621673584,False
CREBL2,ENSG00000111269,12,12645108,12611827,+,-0.1172,2.2000573,6.1851377,0.913033195131271,True,0.013025609,0.013025609,-0.4139639139175415,False
GPRC5D-AS1,ENSG00000247498,12,12984645,12927726,+,0.0415,0.46172774,4.2073736,1.0016173013139615,True,1.0150819,1.0150819,-0.5949665307998657,False
ATF7IP,ENSG00000171681,12,14502935,14365632,+,-0.2313,5.019445,7.1340637,1.1937531800733232,True,0.074560165,0.074560165,-0.6543514728546143,False
PTPRO,ENSG00000151490,12,15598331,15322508,+,-0.0995,1.503583,6.7777433,2.1451614713658747,True,0.0037662673,0.0037662673,0.5240247249603271,False
PPFIBP1,ENSG00000110841,12,27695564,27523431,+,0.0109,0.49925455,4.2713995,1.0566007163585664,True,0.235959,0.235959,-0.574886679649353,False
FGD4,ENSG00000139132,12,32646050,32399529,+,-0.0972,2.1456754,6.710945,1.493295222662519,True,0.34124184,0.34124184,-0.2836322784423828,False
LRRK2,ENSG00000188906,12,40369285,40196744,+,-0.0835,1.5470111,6.06539,0.9786002658080537,True,0.11737937,0.11737937,0.451498806476593,True
ANO6,ENSG00000177119,12,45440404,45215987,+,-0.0756,1.9764476,6.6717052,1.6528225868168713,True,0.33855742,0.33855742,-1.2026793956756592,False
CACNB3,ENSG00000167535,12,48828941,48813794,+,-0.0686,0.19758071,4.328133,1.1053217582629995,True,0.34311077,0.34311077,0.998439357848838,True
PRPF40B,ENSG00000110844,12,49644666,49568218,+,-0.0654,1.4037236,5.796245,1.041362990675327,True,1.8518518,1.8518518,0.2798343300819397,True
LETMD1,ENSG00000050426,12,51060424,51047962,+,-0.1144,3.4120948,7.328356,1.9594636852599332,True,0.028509034,0.028509034,-1.148350715637207,False
SLC4A8,ENSG00000050438,12,51515763,51391317,+,0.0034,1.8054659,6.0466957,0.9578120955294922,True,0.3914771,0.3914771,0.1882408857345581,True
NR4A1,ENSG00000123358,12,52059507,52022832,+,-0.2704,3.3957727,6.7282767,1.2150479963062386,True,0.0063363374,0.0063363374,-0.16860592365264893,False
IGFBP6,ENSG00000167779,12,53102345,53097436,+,0.0118,0.20289125,4.3574,1.1304551968443322,True,0.04846011,0.04846011,0.9999999999999931,True
GDF11,ENSG00000135414,12,55757264,55743122,+,-0.0803,0.23737383,4.441086,1.2023219993583205,True,0.010623473,0.010623473,-0.19250011444091797,False
DGKA,ENSG00000065357,12,55954027,55927319,+,-0.2316,4.6857114,7.453882,1.5812392761403469,True,0.005105596,0.005105596,-0.3175128698348999,False
ESYT1,ENSG00000139641,12,56144671,56118250,+,-0.2116,5.5460296,7.47354,1.6119409848410093,True,0.0066633085,0.0066633085,-0.9560574293136597,False
IL23A,ENSG00000110944,12,56340410,56334174,+,-0.0487,1.7480406,6.270309,1.2064700024368176,True,0.04767301,0.04767301,-0.6161706447601318,False
PIP4K2C,ENSG00000166908,12,57603418,57591174,+,-0.0848,3.9351737,7.058423,1.5043280809811213,True,0.05157756,0.05157756,-0.6115485429763794,False
RAB3IP,ENSG00000127328,12,69823204,69738681,+,-0.1011,2.8633716,6.3037186,0.9037227719974448,True,0.06073274,0.06073274,-0.3977431058883667,False
TMTC2,ENSG00000179104,12,83134870,82686880,+,0.0383,0.4927417,4.191114,0.9876540068846986,True,4.176306,4.176306,-1.141146183013916,False
POC1B-AS1,ENSG00000270344,12,89548005,89524594,+,-0.067,1.5989987,6.541297,1.5078085953157192,True,0.1266058,0.1266058,-0.23243045806884766,False
AC009522.1,ENSG00000258216,12,90100763,89712048,+,-0.0754,0.3401193,4.9044914,1.6002801902665398,True,1.0195984,1.0195984,-0.7850370407104492,False
C12orf74,ENSG00000187510,12,92772455,92702843,+,-0.1816,3.0968554,7.0325966,1.5925657142486813,True,0.88320655,0.88320655,0.57291579246521,True
TCP11L2,ENSG00000166046,12,106347003,106301929,+,-0.1401,2.6801243,6.987901,1.6924832632974034,True,0.18398593,0.18398593,-0.1821349859237671,False
RIC8B,ENSG00000111785,12,106889316,106774621,+,-0.0932,2.1337342,6.2663913,1.0027016535426876,True,0.15842357,0.15842357,-1.5652999877929688,False
USP30,ENSG00000135093,12,109088023,109023089,+,-0.0763,2.8006897,7.0488605,1.762760284674968,True,0.34320977,0.34320977,-0.29771292209625244,False
ALDH2,ENSG00000111275,12,111817532,111766887,+,-0.1472,2.9434345,6.9105325,1.6032886557255337,True,0.3313624,0.3313624,-0.33222830295562744,False
TRAFD1,ENSG00000135148,12,112153604,112125538,+,-0.1634,4.8937807,7.2793374,1.3697640544238237,True,0.014556099,0.014556099,-0.22724640369415283,False
DTX1,ENSG00000135144,12,113098028,113056709,+,-0.0322,2.272565,7.1506495,1.978537131744885,True,0.1952336,0.1952336,-0.7265986204147339,False
PRKAB1,ENSG00000111725,12,119681624,119667864,+,-0.0539,4.882855,6.888768,0.8965577201846825,True,0.0067348066,0.0067348066,-0.9320758581161499,False
P2RX4,ENSG00000135124,12,121234106,121209857,+,-0.0912,4.7877307,7.6636634,1.8354062095331416,True,0.04167023,0.04167023,-0.5621675252914429,False
KDM2B-DT,ENSG00000256742,12,121593504,121580792,+,-0.0603,0.4865588,5.145336,1.807110081368552,True,4.7053833,4.7053833,0.12625515460968018,True
MLXIP,ENSG00000175727,12,122147344,122078756,+,-0.0928,4.077847,6.7294755,1.0381455836065037,True,0.18045983,0.18045983,-0.47302746772766113,False
CCDC62,ENSG00000130783,12,122827528,122774526,+,0.012,0.33979976,4.944632,1.6347517022859472,True,0.05691524,0.05691524,0.4707369804382324,True
HIP1R,ENSG00000130787,12,122862961,122834453,+,-0.1927,4.791855,7.624706,1.7882059166356723,True,0.00823694,0.00823694,-0.012779951095581055,False
ADGRD1,ENSG00000111452,12,131141469,130953907,+,0.0163,0.45484373,5.2975507,1.9378271392830362,True,0.18009095,0.18009095,-0.1302340030670166,False
CRYL1,ENSG00000165475,13,20525873,20403666,-,-0.0729,3.022633,7.050347,1.7644737684214489,True,0.1428435,0.1428435,-0.6504768133163452,False
FLT3,ENSG00000122025,13,28100592,28003274,-,0.0825,0.42990404,4.1805024,0.9785411544776247,True,1.0241832,1.0241832,-0.5674682855606079,False
FLT1,ENSG00000102755,13,28495145,28300346,-,-0.0084,0.27590546,4.70275,1.427031164379523,True,0.071473256,0.071473256,0.22827231884002686,True
LINC00426,ENSG00000238121,13,30377145,30340267,-,-0.1732,4.0709996,7.179349,1.6363088869170916,True,0.2932422,0.2932422,0.5966088473796844,True
FOXO1,ENSG00000150907,13,40666641,40469953,-,-0.0715,2.892005,6.6591783,1.3135147512292227,True,0.7334387,0.7334387,-3.472524642944336,False
RUBCNL,ENSG00000102445,13,46438190,46342000,-,-0.2854,3.6369305,6.7075357,1.0563943459775131,True,0.21211252,0.21211252,0.8534267097711563,True
NEK5,ENSG00000197168,13,52129092,52033611,-,-0.0819,1.3692701,6.4952035,1.8274155621574408,True,0.09813677,0.09813677,-0.11214768886566162,False
DOCK9,ENSG00000088387,13,99086625,98793429,-,-0.0266,1.1723402,5.9928966,1.262518334843852,True,0.3090914,0.3090914,-2.7475385665893555,False
UBAC2-AS1,ENSG00000228889,13,99200757,99181223,-,-0.0794,0.69980305,5.733102,1.4425493356810495,True,0.26404926,0.26404926,0.9933344377204776,True
LIG4,ENSG00000174405,13,108218368,108207439,-,-0.0964,2.320056,6.2936897,1.032827237169516,True,0.07004467,0.07004467,-0.15230798721313477,False
RASA3,ENSG00000185989,13,114132623,113977783,-,-0.1263,4.4589605,7.546226,2.124118084701461,True,0.07956001,0.07956001,-0.6666394472122192,False
FGF9,ENSG00000102678,13,21704498,21671073,+,-0.1293,2.5958698,7.124184,1.849597134213903,True,0.10965415,0.10965415,-0.08938074111938477,False
AL136962.1,ENSG00000276476,13,22276526,22040972,+,-0.0299,0.6030793,5.660267,1.3588515131681211,True,0.64915377,0.64915377,0.4829915761947632,True
RASL11A,ENSG00000122035,13,27273690,27270327,+,-0.0503,1.4137932,6.4801984,1.8105407285695978,True,0.012312691,0.012312691,-0.2188570499420166,False
FRY,ENSG00000073910,13,32299125,31846713,+,-0.0379,0.44237143,4.5066867,1.2586579690672808,True,5.0982857,5.0982857,-0.3194631338119507,False
NBEA,ENSG00000172915,13,35673022,34942287,+,-0.0056,0.27617425,4.168352,0.9681068688577518,True,0.6969042,0.6969042,-0.7003506422042847,False
LRRC63,ENSG00000173988,13,46277366,46211943,+,-0.0544,0.56888115,5.58313,1.270210047255617,True,0.24332598,0.24332598,0.6071540415287018,True
WDFY2,ENSG00000139668,13,51767709,51584455,+,-0.1882,3.3985,6.862154,1.3811266889006844,True,0.3953553,0.3953553,0.47478073835372925,True
LMO7,ENSG00000136153,13,75859870,75620434,+,-0.032,1.1508411,5.69775,0.9305949485032393,True,0.68374115,0.68374115,-0.2943451404571533,False
UBAC2,ENSG00000134882,13,99386504,99200774,+,-0.1721,3.5353298,7.0952926,1.6703419179892134,True,0.28878754,0.28878754,0.4763331413269043,True
TNFSF13B,ENSG00000102524,13,108308484,108251240,+,-0.0945,1.4914519,5.7311797,0.9681900914529948,True,0.021187667,0.021187667,-0.2365412712097168,False
MYO16,ENSG00000041515,13,109208005,108596152,+,0.0165,0.37196946,4.636148,1.3698352598249237,True,0.07744777,0.07744777,-0.21703779697418213,False
TEP1,ENSG00000129566,14,20413501,20365667,-,-0.1086,3.1134346,7.2986536,1.9226172508844037,True,0.09854141,0.09854141,-0.3543386459350586,False
PIP4P1,ENSG00000165782,14,20461612,20457719,-,-0.1161,4.060884,6.672589,1.0117820052397144,True,0.0019721037,0.0019721037,-1.0657405853271484,False
LINC00641,ENSG00000258441,14,21206900,21200079,-,-0.068,0.76089346,5.406963,1.0677688911560868,True,0.0010418629,0.0010418629,-0.17044448852539062,False
RAB2B,ENSG00000129472,14,21476960,21459020,-,-0.0826,2.633294,6.4194217,1.0371111873430845,True,0.13018914,0.13018914,-1.5643296241760254,False
SLC7A8,ENSG00000092068,14,23183674,23125295,-,-0.0835,0.83114594,5.7117085,1.4179653674786579,True,0.6692557,0.6692557,0.704886257648468,True
DHRS1,ENSG00000157379,14,24299780,24290598,-,-0.1632,3.9117782,6.807946,1.1845757683356115,True,0.0014963873,0.0014963873,-0.22094714641571045,False
LINC01588,ENSG00000214900,14,50105043,49927571,-,-0.1507,2.4771452,6.893509,1.6947660160336173,True,1.4926038,1.4926038,0.18061494827270508,True
CDKL1,ENSG00000100490,14,50416461,50329404,-,-0.1319,1.9885132,6.621067,1.5965129188943585,True,0.44584942,0.44584942,-0.07885992527008057,False
NIN,ENSG00000100503,14,50831121,50719763,-,-0.1472,4.4142923,7.1248164,1.5638010355916852,True,0.55191904,0.55191904,0.34793204069137573,True
GCH1,ENSG00000131979,14,54902826,54842008,-,-0.0152,0.96209925,5.861118,1.5896580698686769,True,0.10554812,0.10554812,-0.026534676551818848,False
SGPP1,ENSG00000126821,14,63728065,63684216,-,-0.079,1.4640135,6.3761396,1.6935156774263982,True,0.34264567,0.34264567,-0.37913405895233154,False
LINC02324,ENSG00000255002,14,65222443,65197254,-,-0.0805,1.2459533,6.472315,1.8016748450146274,True,0.24921723,0.24921723,-0.22843658924102783,False
ZFP36L1,ENSG00000185650,14,68796253,68787660,-,-0.4475,5.984271,7.9375377,1.382782146942194,True,0.00023116454,0.00023116454,-0.9192358255386353,False
DCAF5,ENSG00000139990,14,69153150,69050881,-,-0.1642,4.6597095,7.3560505,1.4627081905444108,True,0.05715391,0.05715391,-0.034034132957458496,False
DPF3,ENSG00000205683,14,72894116,72619296,-,-0.1286,2.5204563,6.4250417,1.1777825009079965,True,0.6504384,0.6504384,-1.469665288925171,False
ZFYVE1,ENSG00000165861,14,73027131,72969451,-,-0.041,2.9891126,7.3544683,2.1150804688334888,True,0.030845264,0.030845264,-0.5282201766967773,False
ELMSAN1,ENSG00000156030,14,73790285,73715122,-,-0.3275,4.918558,6.9320593,0.9490083957241616,True,0.069317654,0.069317654,-0.7170548439025879,False
AREL1,ENSG00000119682,14,74713108,74653437,-,-0.0588,2.4549074,6.357179,1.102891886039563,True,0.17237043,0.17237043,-1.3603272438049316,False
PGF,ENSG00000119630,14,74955626,74941834,-,-0.0301,0.46394458,5.204672,1.8580657253932962,True,0.11419209,0.11419209,-0.33337128162384033,False
ANGEL1,ENSG00000013523,14,76826246,76786168,-,-0.0943,3.8856297,7.300923,1.8138971485529822,True,0.048618957,0.048618957,-0.3512113094329834,False
TMED8,ENSG00000100580,14,77377094,77335029,-,-0.0333,3.0257113,6.483714,1.111230766111699,True,0.024598584,0.024598584,-0.6905299425125122,False
ALKBH1,ENSG00000100601,14,77708023,77672404,-,-0.0673,3.8105574,6.772248,1.139004087874215,True,0.069069155,0.069069155,-0.5016382932662964,False
DIO2,ENSG00000211448,14,80387757,80197527,-,-0.0206,1.4619943,6.246638,1.547877197702414,True,0.008816737,0.008816737,-0.13073623180389404,False
MOAP1,ENSG00000165943,14,93184923,93182199,-,-0.0898,4.0730896,6.8424253,1.1883266060263686,True,0.00071064837,0.00071064837,-0.8334214687347412,False
GPR132,ENSG00000183484,14,105065445,105049395,-,-0.1253,3.6815734,7.298415,1.8106959000717628,True,0.016262783,0.016262783,-0.8360294103622437,False
IGHA2,ENSG00000211890,14,105588395,105583731,-,-0.1537,3.363733,6.4929085,0.9230667706349519,True,0.003318182,0.003318182,-0.8903356790542603,False
IGHG2,ENSG00000211893,14,105644790,105639559,-,0.0302,9.292463,9.745444,1.1396563373653787,True,0.0025187975,0.0025187975,-1.26007080078125,False
IGHD,ENSG00000211898,14,105845678,105836765,-,-0.1491,2.9838607,6.976693,1.6795620456326505,True,0.16768955,0.16768955,0.25379616022109985,True
IGHV6-1,ENSG00000211933,14,105940253,105939756,-,0.0344,6.466006,10.60081,3.049583333982263,True,0.0002111858,0.0002111858,0.34722501039505005,False
IGHV1-2,ENSG00000211934,14,105987083,105986582,-,0.0209,6.72539,10.624992,2.8348531362544147,True,0.00013486965,0.00013486965,-0.06426799297332764,False
IGHV1-3,ENSG00000211935,14,106005574,106005095,-,-0.0191,6.8775496,10.500578,2.740816747853468,True,0.00047952897,0.00047952897,0.7506640702486038,False
IGHV4-4,ENSG00000276775,14,106012420,106011922,-,0.0892,4.887547,9.293501,3.810086791277686,True,8.529191e-05,8.529191e-05,-0.1345270872116089,False
IGHV2-5,ENSG00000211937,14,106038365,106037902,-,0.1251,7.750415,11.049167,1.908402619373192,True,6.954022e-05,6.954022e-05,0.7124528884887695,False
IGHV3-7,ENSG00000211938,14,106062683,106062151,-,0.0307,7.3139453,10.331944,1.2272530453722377,True,0.000102753664,0.000102753664,-0.699612021446228,False
IGHV3-64D,ENSG00000282639,14,106088573,106088122,-,-0.0322,5.8216095,10.933943,4.07859877186523,True,0.0004348168,0.0004348168,0.953636173158884,False
IGHV3-11,ENSG00000211941,14,106117204,106116635,-,0.0691,8.21438,11.175165,1.6523720861517126,True,0.00018191215,0.00018191215,0.5695895850658417,False
IGHV3-13,ENSG00000211942,14,106130072,106129540,-,-0.054,3.9527712,8.383043,3.1953043489852266,True,0.00020299536,0.00020299536,0.8551933914422989,False
IGHV1-17,ENSG00000254046,14,106174760,106174342,-,-0.0537,2.6255774,7.5583286,2.3501009539788233,True,0.025799002,0.025799002,0.9064585417509079,True
IGHV1-18,ENSG00000211945,14,106185394,106184901,-,0.1101,7.602835,10.866957,1.5142243960561732,True,0.00026966177,0.00026966177,0.19054806232452393,False
IGHV3-20,ENSG00000211946,14,106211453,106210936,-,0.0454,7.0023727,10.360781,2.6351535757757265,True,0.00045866176,0.00045866176,-0.9323896169662476,False
IGHV3-21,ENSG00000211947,14,106235594,106235064,-,0.0668,6.8248634,10.758973,2.9361200433820778,True,0.0012227218,0.0012227218,-0.7929410934448242,False
IGHV3-23,ENSG00000211949,14,106269140,106268606,-,0.0388,7.4341683,10.5043,1.3197016475430114,True,0.0002529369,0.0002529369,0.4986255168914795,False
IGHV1-24,ENSG00000211950,14,106277043,106276548,-,-0.0564,7.042926,11.25477,3.3108592823576304,True,0.0009774159,0.0009774159,0.8932280316948891,False
IGHV2-26,ENSG00000211951,14,106301862,106301396,-,0.0742,4.7367573,9.439088,3.9864772322430415,True,0.00057403103,0.00057403103,-0.5255123376846313,False
IGHV4-28,ENSG00000211952,14,106324760,106324254,-,0.0725,5.694287,9.836507,3.0912536169094724,True,4.0978844e-05,4.0978844e-05,0.47204798460006714,False
IGHV3-30,ENSG00000270550,14,106335613,106335082,-,0.0769,6.903245,10.456029,2.7071452075004547,True,0.0005909894,0.0005909894,0.23045533895492554,False
IGHV4-31,ENSG00000231475,14,106349792,106349283,-,0.0553,5.7051873,9.520611,2.8070471276588562,True,2.3135319e-05,2.3135319e-05,-0.2703746557235718,False
IGHV3-33,ENSG00000211955,14,106360324,106359793,-,0.0438,7.307412,10.74977,1.451367551592988,True,0.00062983687,0.00062983687,-0.27809810638427734,False
IGHV4-34,ENSG00000211956,14,106374145,106373663,-,-0.0223,5.949754,10.971227,4.112142483837035,True,0.004213713,0.004213713,0.43658751249313354,False
IGHV4-39,ENSG00000211959,14,106422218,106421711,-,-0.0334,7.314853,11.019727,1.596167614762397,True,0.0006686814,0.0006686814,-0.12013840675354004,False
IGHV3-43,ENSG00000232216,14,106470800,106470264,-,0.0268,6.4291415,9.714356,2.3759778072008277,True,0.00034770422,0.00034770422,0.5961100161075592,False
IGHV3-48,ENSG00000211964,14,106538344,106537810,-,-0.0015,7.331001,10.198349,1.1555947387728571,True,6.0168113e-05,6.0168113e-05,-0.659206748008728,False
IGHV3-49,ENSG00000211965,14,106557477,106556936,-,0.0059,5.976062,10.7754135,3.935972573091135,True,0.003011363,0.003011363,-0.12933349609375,False
IGHV5-51,ENSG00000211966,14,106579236,106578744,-,0.1205,6.006672,10.274875,3.485645987606085,True,3.8087375e-05,3.8087375e-05,-0.0012290477752685547,False
IGHV3-52,ENSG00000253545,14,106586826,106586376,-,0.085,2.5917294,7.903944,2.7485439207158633,True,0.019411663,0.019411663,0.9801624771207571,True
IGHV3-53,ENSG00000211967,14,106593347,106592676,-,0.0364,5.792503,10.406334,3.603917709738161,True,0.00027042977,0.00027042977,-0.8091775178909302,False
IGHV4-59,ENSG00000224373,14,106627825,106627249,-,0.0268,6.325147,10.533353,2.9983234139258053,True,0.0004885047,0.0004885047,0.6108792424201965,False
IGHV4-61,ENSG00000211970,14,106639657,106639119,-,0.0259,4.043198,8.406747,3.2255637256730783,True,0.0007350167,0.0007350167,0.37524574995040894,False
IGHV3-64,ENSG00000223648,14,106658258,106657725,-,0.0387,5.784848,10.551421,3.7344503256949495,True,0.0004845416,0.0004845416,-0.22734248638153076,False
IGHV3-65,ENSG00000253209,14,106666532,106666092,-,-0.0311,2.3435192,6.1983504,0.9276142322972615,True,0.0033302668,0.0033302668,-0.42414355278015137,False
IGHV3-66,ENSG00000211972,14,106675544,106675017,-,0.0359,5.1110964,9.5626545,4.208594097019588,True,2.5353744e-05,2.5353744e-05,-0.06116914749145508,False
IGHV1-69,ENSG00000211973,14,106715181,106714684,-,-0.0575,7.2127576,11.038274,1.6061159371862452,True,3.0102554e-05,3.0102554e-05,0.009857535362243652,False
IGHV2-70D,ENSG00000211974,14,106724093,106723574,-,0.0873,4.0282297,8.649727,3.53574577237036,True,0.0010775839,0.0010775839,0.8965143635869026,False
IGHV1-69-2,ENSG00000281990,14,106737547,106737110,-,0.0202,5.5752263,10.628798,5.533750478927622,True,0.0007259784,0.0007259784,0.9806235805153847,False
IGHV1-69D,ENSG00000280411,14,106762588,106762092,-,0.0345,7.374214,10.780441,1.4678190117674728,True,2.2901591e-05,2.2901591e-05,0.062198638916015625,False
IGHV2-70,ENSG00000274576,14,106771020,106770577,-,0.1017,6.531584,10.308793,2.8276831156837448,True,0.00014944357,0.00014944357,0.4136517643928528,False
IGHV3-72,ENSG00000225698,14,106791233,106790691,-,0.0656,5.020465,9.1417265,3.6261997652372076,True,0.0013798679,0.0013798679,-0.3316667079925537,False
IGHV3-74,ENSG00000224650,14,106811131,106810442,-,0.0602,5.664803,10.839232,3.9933894208067318,True,3.3461645e-05,3.3461645e-05,0.07899576425552368,False
ABHD4,ENSG00000100439,14,22613215,22598237,+,-0.132,4.1691856,7.570849,2.1568573485082982,True,0.014810002,0.014810002,-0.40216898918151855,False
KHNYN,ENSG00000100441,14,24441843,24429286,+,-0.0733,3.3191774,6.5039673,0.9367855458161573,True,0.011384165,0.011384165,-0.22380375862121582,False
LINC02327,ENSG00000258038,14,28968400,28829881,+,0.0073,0.3385898,4.940426,1.631139566441479,True,0.27335677,0.27335677,0.04072314500808716,True
NUBPL,ENSG00000151413,14,31861224,31489956,+,-0.1287,2.9962552,6.477477,1.1040404012082756,True,0.1478186,0.1478186,-3.0175600051879883,False
PELI2,ENSG00000139946,14,56301524,56117814,+,-0.0494,0.86582196,5.9553695,1.6979667103430947,True,1.0194697,1.0194697,0.19303202629089355,True
PRKCH,ENSG00000027075,14,61550976,61187559,+,-0.0847,0.87402165,6.1833153,1.959909124420142,True,0.117982976,0.117982976,-0.9483857154846191,False
SUSD6,ENSG00000100647,14,69715144,69611596,+,-0.1776,4.1718354,6.859807,1.2114377188558128,True,0.23921335,0.23921335,0.1205979585647583,True
SIPA1L1,ENSG00000197555,14,71741229,71320449,+,-0.1271,3.4157858,7.1464534,1.7338084075865692,True,0.9274921,0.9274921,0.6534003913402557,True
COQ6,ENSG00000119723,14,73963670,73949926,+,-0.0781,3.1818533,6.570066,1.0187829111509061,True,0.00926644,0.00926644,-0.5059010982513428,False
DLST,ENSG00000119689,14,74903743,74881891,+,-0.0575,2.2588713,7.131236,1.957113126326466,True,0.044192497,0.044192497,-0.3721621036529541,False
FOS,ENSG00000170345,14,75282230,75278826,+,0.0019,4.5140796,8.29484,3.1194942880476595,True,0.0006968657,0.0006968657,0.49233442544937134,False
JDP2,ENSG00000140044,14,75474111,75427716,+,-0.1193,2.8895547,6.6520514,1.3052986049106778,True,0.12340978,0.12340978,-0.5708988904953003,False
VASH1,ENSG00000071246,14,76783015,76761468,+,0.0191,0.28680304,4.1672993,0.9672027087914796,True,0.8812207,0.8812207,0.3565579056739807,True
TMEM63C,ENSG00000165548,14,77259495,77116568,+,0.0108,0.9341239,5.661037,1.3597364593098098,True,0.15362851,0.15362851,-0.9452002048492432,False
RIN3,ENSG00000100599,14,92688994,92513781,+,-0.0619,0.8215602,5.6625743,1.3615030638675836,True,3.088789,3.088789,0.15121465921401978,True
ZNF839,ENSG00000022976,14,102342702,102317377,+,-0.027,1.5620496,6.7100325,1.6954424452698802,True,0.07340879,0.07340879,-0.7388356924057007,False
AMN,ENSG00000166126,14,102933596,102922656,+,-0.0542,0.8639262,5.7201467,1.4276619661927896,True,0.027636433,0.027636433,-0.288128137588501,False
TRMT61A,ENSG00000166166,14,103537073,103529196,+,-0.072,3.957474,7.8572264,2.524059944590245,True,0.00015679086,0.00015679086,-0.16909193992614746,False
PLD4,ENSG00000166428,14,104937790,104924713,+,-0.2104,4.997372,7.8811264,2.0988803243038827,True,0.0058321026,0.0058321026,-1.3178560733795166,False
CRIP2,ENSG00000182809,14,105480170,105472962,+,-0.1969,3.4914763,7.464193,2.1279735681784024,True,0.0018468009,0.0018468009,-0.30956876277923584,False
FAM30A,ENSG00000226777,14,105932642,105917979,+,-0.2317,5.783068,7.6219163,1.0988227631794378,True,0.07275336,0.07275336,0.3127169609069824,True
GOLGA8B,ENSG00000215252,15,34588503,34525207,-,-0.1235,2.8549333,6.2900734,0.8879919247439002,True,0.2061757,0.2061757,-0.39772093296051025,False
ZNF770,ENSG00000198146,15,34988287,34978341,-,-0.0371,2.8381157,7.169435,1.9017646608656669,True,0.026006838,0.026006838,-0.21189332008361816,False
MEIS2,ENSG00000134138,15,37101299,36889204,-,-0.0351,0.8160031,5.823362,1.546271050983903,True,0.06953483,0.06953483,-0.010849952697753906,False
GPR176,ENSG00000166073,15,39920892,39799032,-,0.0418,0.44303688,4.583735,1.324824632033032,True,0.44993818,0.44993818,0.9953950345516205,True
PLCB2,ENSG00000137841,15,40307935,40278176,-,-0.1001,2.1822872,7.0140934,1.8278387000959917,True,0.05540708,0.05540708,0.04464912414550781,True
SPINT1-AS1,ENSG00000261183,15,40844387,40835808,-,-0.0939,1.4592547,6.3854246,1.703957610807054,True,0.17457242,0.17457242,0.8921756073832512,True
INO80,ENSG00000128908,15,41116280,40978880,-,-0.0915,2.783302,6.8549595,1.5392212950474393,True,0.19759485,0.19759485,-3.5211682319641113,False
SPTBN5,ENSG00000137877,15,41894053,41848146,-,0.0602,0.46863925,4.7273326,1.4481417458543988,True,0.25213555,0.25213555,0.26015907526016235,True
CDAN1,ENSG00000140326,15,42737128,42723544,-,-0.0398,2.1258368,6.9232035,1.727535856463618,True,0.03475847,0.03475847,-0.37743067741394043,False
ZSCAN29,ENSG00000140265,15,43371025,43358172,-,-0.0813,2.107666,7.265033,2.1047663213345715,True,0.00048065188,0.00048065188,-0.5687751770019531,False
SPG11,ENSG00000104133,15,44663678,44562696,-,-0.0882,3.7268264,6.708021,1.0570140210020198,True,0.39016855,0.39016855,-0.9655560255050659,False
GATM,ENSG00000171766,15,45402327,45361124,-,-0.0392,2.2300851,6.6464653,1.4221376143138273,True,0.005724831,0.005724831,-0.5172178745269775,False
